scope,concept,layer,token_region,direction,fraction,ci_low,ci_high,normal_mean,triggered_mean,patched_mean,numerator,denominator,execution_mode
concept,HTML,0,prompt,rescue,-0.00020840752548429475,-0.0004921839174012626,4.602017221607833e-05,0.953362975269556,0.3197613905649632,0.319629343226552,-0.00013204733841121197,0.6336015847045928,truncated_forward
concept,HTML,0,prompt,induction,0.0003220316086761954,7.630976241791124e-05,0.0006040978892491284,0.953362975269556,0.3197613905649632,0.9531589355319738,0.00020403973758220673,0.6336015847045928,truncated_forward
concept,HTML,0,response,rescue,-0.0015065652023196127,-0.001846325261040176,-0.0011676659306865316,0.953362975269556,0.3197613905649632,0.3188068284653127,-0.0009545620996505022,0.6336015847045928,truncated_forward
concept,HTML,0,response,induction,0.000357542602687717,0.0002117952181531061,0.0005311860737575659,0.953362975269556,0.3197613905649632,0.9531364357098937,0.00022653955966234207,0.6336015847045928,truncated_forward
concept,HTML,0,all_aligned,rescue,-0.0016926098707779013,-0.0021278888568086528,-0.00128042400571871,0.953362975269556,0.3197613905649632,0.3186889502685517,-0.0010724402964115143,0.6336015847045928,truncated_forward
concept,HTML,0,all_aligned,induction,0.0006264598536253334,0.00033013528644287133,0.0009559126493439165,0.953362975269556,0.3197613905649632,0.9529660493135452,0.0003969259560108185,0.6336015847045928,truncated_forward
concept,HTML,1,prompt,rescue,0.0005748558045231564,0.00012052371956964429,0.001060608906746769,0.953362975269556,0.3197613905649632,0.3201256201136857,0.00036422954872250557,0.6336015847045928,truncated_forward
concept,HTML,1,prompt,induction,0.0005172252197428787,4.214575465903152e-05,0.0009479185222078491,0.953362975269556,0.3197613905649632,0.9530352605506778,0.0003277147188782692,0.6336015847045928,truncated_forward
concept,HTML,1,response,rescue,0.00768449848080498,0.00589062357197982,0.009584700117356482,0.953362975269556,0.3197613905649632,0.3246303009800613,0.004868910415098071,0.6336015847045928,truncated_forward
concept,HTML,1,response,induction,0.000621763565456667,0.00043192634190980826,0.0008375116645825552,0.953362975269556,0.3197613905649632,0.9529690248891711,0.00039395038038492203,0.6336015847045928,truncated_forward
concept,HTML,1,all_aligned,rescue,0.008232474098845368,0.006472619275849639,0.010180689321511588,0.953362975269556,0.3197613905649632,0.32497749920003116,0.00521610863506794,0.6336015847045928,truncated_forward
concept,HTML,1,all_aligned,induction,0.00116447662145766,0.0006349759443270955,0.0016794097530408469,0.953362975269556,0.3197613905649632,0.952625161036849,0.0007378142327070236,0.6336015847045928,truncated_forward
concept,HTML,2,prompt,rescue,0.0012414656147453982,0.0007483793677085733,0.0017572785303733138,0.953362975269556,0.3197613905649632,0.32054798514582217,0.0007865945808589458,0.6336015847045928,truncated_forward
concept,HTML,2,prompt,induction,0.0005448973077126169,0.0001091337047967934,0.0009643554825419418,0.953362975269556,0.3197613905649632,0.9530177274718881,0.0003452477976679802,0.6336015847045928,truncated_forward
concept,HTML,2,response,rescue,0.008140799099559136,0.006191187895070456,0.010227698233434996,0.953362975269556,0.3197613905649632,0.3249194137752056,0.005158023210242391,0.6336015847045928,truncated_forward
concept,HTML,2,response,induction,0.0005482956858803654,0.00037161762110625565,0.000758058327988067,0.953362975269556,0.3197613905649632,0.9530155742540956,0.0003474010154604912,0.6336015847045928,truncated_forward
concept,HTML,2,all_aligned,rescue,0.00932028620451552,0.007381252065636957,0.011425121138893303,0.953362975269556,0.3197613905649632,0.3256667386740446,0.0059053481090813875,0.6336015847045928,truncated_forward
concept,HTML,2,all_aligned,induction,0.0011025958591375704,0.0006349577938154732,0.0015868541808791803,0.953362975269556,0.3197613905649632,0.9526643687859178,0.0006986064836382866,0.6336015847045928,truncated_forward
concept,HTML,3,prompt,rescue,0.007956047196498138,0.006334451893327763,0.009840712554921038,0.953362975269556,0.3197613905649632,0.324802354676649,0.005040964111685753,0.6336015847045928,truncated_forward
concept,HTML,3,prompt,induction,0.0019444896643875014,0.0006927575509020212,0.0036712767538565273,0.953362975269556,0.3197613905649632,0.9521309435367584,0.0012320317327976227,0.6336015847045928,truncated_forward
concept,HTML,3,response,rescue,0.01553549654594344,0.012906022139072737,0.01842758173559709,0.953362975269556,0.3197613905649632,0.3296047057956457,0.009843315230682492,0.6336015847045928,truncated_forward
concept,HTML,3,response,induction,0.0012796907546421912,0.0008528833541881169,0.001764792276657595,0.953362975269556,0.3197613905649632,0.9525521611794829,0.0008108140900731087,0.6336015847045928,truncated_forward
concept,HTML,3,all_aligned,rescue,0.023187378974692512,0.019983949703134746,0.026787864248157402,0.953362975269556,0.3197613905649632,0.33445295062847435,0.014691560063511133,0.6336015847045928,truncated_forward
