candidate_id,scope,label,direction,concept_count,nll_change,ci_low,ci_high
layer_11.mlp,discovery,0,rescue,4,-0.014627858996391296,-0.030043303966522217,0.0001474320888519287
layer_11.mlp,discovery,0,induction,4,0.004640892148017883,-0.017882883548736572,0.02716466784477234
layer_11.mlp,discovery,1,rescue,4,-0.028698734939098358,-0.03151102364063263,-0.025886446237564087
layer_11.mlp,discovery,1,induction,4,-0.022582542151212692,-0.03579237684607506,-0.009372707456350327
layer_11.mlp,validation,0,rescue,7,-0.010644444397517614,-0.029659041336604526,0.007958999701908656
layer_11.mlp,validation,0,induction,7,0.015875884464808872,0.006659200574670519,0.025058022567204068
layer_11.mlp,validation,1,rescue,7,-0.03121272155216762,-0.03794369527271816,-0.024634684835161482
layer_11.mlp,validation,1,induction,7,0.010142788290977478,0.004880643316677639,0.015345625366483415
layer_11.mlp,all_benign,0,rescue,11,-0.012092958797108044,-0.02550741989504207,0.001006211475892493
layer_11.mlp,all_benign,0,induction,11,0.011790432713248512,0.0015091570940884676,0.02192549502307718
layer_11.mlp,all_benign,1,rescue,11,-0.030298544601960617,-0.03471756482666189,-0.025951166857372632
layer_11.mlp,all_benign,1,induction,11,-0.0017573318698189476,-0.007919637723402545,0.004230179942466995
layer_11.head_08,discovery,0,rescue,4,-0.030583396553993225,-0.050293922424316406,-0.010872870683670044
layer_11.head_08,discovery,0,induction,4,0.01226717233657837,0.0014828741550445557,0.023051470518112183
layer_11.head_08,discovery,1,rescue,4,-0.047972872853279114,-0.055329829454422,-0.04061591625213623
layer_11.head_08,discovery,1,induction,4,-0.002061218023300171,-0.00905822217464447,0.004935786128044128
layer_11.head_08,validation,0,rescue,7,-0.010290971824101039,-0.015767640726906913,-0.004887135113988607
layer_11.head_08,validation,0,induction,7,0.004554084369114467,-0.0008162600653512138,0.009924428803580148
layer_11.head_08,validation,1,rescue,7,-0.012886281524385725,-0.024237913744790212,-0.0015000062329428537
layer_11.head_08,validation,1,induction,7,0.0003654616219656808,-0.0033340573310852045,0.004103992666516986
layer_11.head_08,all_benign,0,rescue,11,-0.017670035362243652,-0.026106287403540176,-0.00926654731685465
layer_11.head_08,all_benign,0,induction,11,0.007358843630010431,0.0020719845186580313,0.012746738574721594
layer_11.head_08,all_benign,1,rescue,11,-0.025645042007619686,-0.03353387882763689,-0.017805909568613224
layer_11.head_08,all_benign,1,induction,11,-0.0005169673399491744,-0.0039606263691728755,0.003012935275381261
layer_10.head_12,discovery,0,rescue,4,-0.020001530647277832,-0.024888575077056885,-0.01511448621749878
layer_10.head_12,discovery,0,induction,4,0.00882616639137268,-3.102421760559082e-05,0.017683357000350952
layer_10.head_12,discovery,1,rescue,4,-0.04493260011076927,-0.07197421416640282,-0.017890986055135727
layer_10.head_12,discovery,1,induction,4,0.008850924670696259,-0.0009506270289421082,0.018689870834350586
layer_10.head_12,validation,0,rescue,7,0.0007334606988089425,-0.009665046419416155,0.011137404186385019
layer_10.head_12,validation,0,induction,7,0.003911077976226807,-0.0036180956023080008,0.0114262044429779
layer_10.head_12,validation,1,rescue,7,-0.019216616238866533,-0.023364871740341187,-0.01502748898097447
layer_10.head_12,validation,1,induction,7,0.0028550709996904644,-0.0021997702973229546,0.007590310914175851
layer_10.head_12,all_benign,0,rescue,11,-0.006806536154313521,-0.01375130225311626,0.00012945275415073582
layer_10.head_12,all_benign,0,induction,11,0.00569838285446167,-0.0004811036315831269,0.012090446190400556
layer_10.head_12,all_benign,1,rescue,11,-0.02856788310137662,-0.039219454642046576,-0.017641124671155757
layer_10.head_12,all_benign,1,induction,11,0.005035381425510754,8.546791293404326e-05,0.009752292592417106
layer_11.head_09,discovery,0,rescue,4,-0.009244799613952637,-0.015518486499786377,-0.002720177173614502
layer_11.head_09,discovery,0,induction,4,-0.003495633602142334,-0.008678168058395386,0.0016869008541107178
layer_11.head_09,discovery,1,rescue,4,-0.020247913897037506,-0.025522440671920776,-0.014973387122154236
layer_11.head_09,discovery,1,induction,4,-0.010918326675891876,-0.017548315227031708,-0.004288338124752045
layer_11.head_09,validation,0,rescue,7,-0.015465949262891496,-0.028804525094372885,-0.0020799211093357633
layer_11.head_09,validation,0,induction,7,0.004822117941720145,0.0015372895768710549,0.008045996938432966
layer_11.head_09,validation,1,rescue,7,-0.01182848640850612,-0.017682203969785145,-0.005832518850054059
layer_11.head_09,validation,1,induction,7,0.004687894667897906,-0.0010593278067452566,0.010450341871806554
layer_11.head_09,all_benign,0,rescue,11,-0.013203713026913729,-0.021728190915151074,-0.004639280113306915
layer_11.head_09,all_benign,0,induction,11,0.0017974810166792436,-0.0010023156350309197,0.004599950530312277
layer_11.head_09,all_benign,1,rescue,11,-0.014890096404335716,-0.019146997887979852,-0.010586360774256965
layer_11.head_09,all_benign,1,induction,11,-0.000987094911662015,-0.005566976490345868,0.0036024349656972013
layer_12.mlp,discovery,0,rescue,4,0.004549264907836914,-0.019900798797607422,0.029918402433395386
layer_12.mlp,discovery,0,induction,4,-0.01161530613899231,-0.027833998203277588,0.004606086015701255
layer_12.mlp,discovery,1,rescue,4,-0.022212278097867966,-0.037446510046720505,-0.006978046149015427
layer_12.mlp,discovery,1,induction,4,0.0006873682141304016,-0.010604999959468842,0.011979736387729645
layer_12.mlp,validation,0,rescue,7,-0.027333761964525496,-0.05896553822926113,0.004419778074537005
layer_12.mlp,validation,0,induction,7,0.01581871509552002,-0.0007763651864869254,0.03201100655964443
layer_12.mlp,validation,1,rescue,7,-0.020861097744532993,-0.034188270355973924,-0.007201135158538818
layer_12.mlp,validation,1,induction,7,0.010430029460362025,-0.0013625962393624441,0.02243005016020366
layer_12.mlp,all_benign,0,rescue,11,-0.015739934010939163,-0.038143588331612674,0.007197404856031583
layer_12.mlp,all_benign,0,induction,11,0.005842707373879172,-0.006857074661688371,0.018346935781565567
layer_12.mlp,all_benign,1,rescue,11,-0.02135243605483662,-0.0317700285803188,-0.011128988760438845
layer_12.mlp,all_benign,1,induction,11,0.006887243552641435,-0.0014005912975831466,0.015638467534021892
layer_10.mlp,discovery,0,rescue,4,-0.00228939950466156,-0.018374890089035034,0.013796091079711914
layer_10.mlp,discovery,0,induction,4,-0.0009549856185913086,-0.002822190523147583,0.000877678394317627
layer_10.mlp,discovery,1,rescue,4,-0.03667940944433212,-0.045956775546073914,-0.027402043342590332
layer_10.mlp,discovery,1,induction,4,-0.0016740970313549042,-0.009777601808309555,0.006429407745599747
layer_10.mlp,validation,0,rescue,7,0.014696019036429269,-0.009784755962235584,0.039169294493538995
layer_10.mlp,validation,0,induction,7,-0.0014395969254629953,-0.018538943358830044,0.015953353473118374
layer_10.mlp,validation,1,rescue,7,-0.01754907625062125,-0.02160325220652989,-0.01349502376147679
layer_10.mlp,validation,1,induction,7,0.00549567597252982,0.0009706631302833558,0.009944464479173933
layer_10.mlp,all_benign,0,rescue,11,0.00851950320330533,-0.008436577970331365,0.02530588236722079
layer_10.mlp,all_benign,0,induction,11,-0.0012633746320551093,-0.012253693694418127,0.009805588424205779
layer_10.mlp,all_benign,1,rescue,11,-0.024505561048334294,-0.028951424902135675,-0.020014117658138278
layer_10.mlp,all_benign,1,induction,11,0.0028884857892990112,-0.001489311693744226,0.007265415516766635
layer_10.head_02,discovery,0,rescue,4,-0.012876689434051514,-0.018633931875228882,-0.0071194469928741455
layer_10.head_02,discovery,0,induction,4,-0.008802801370620728,-0.012471705675125122,-0.0049932003021240234
layer_10.head_02,discovery,1,rescue,4,-0.02543610706925392,-0.02999068796634674,-0.020881526172161102
layer_10.head_02,discovery,1,induction,4,-0.003294777125120163,-0.006307642906904221,-0.00028191134333610535
layer_10.head_02,validation,0,rescue,7,-0.004141841615949359,-0.016688517161778042,0.008504050118582589
layer_10.head_02,validation,0,induction,7,0.0030613882201058523,-0.0011236022625650676,0.0072460344859531945
layer_10.head_02,validation,1,rescue,7,-0.007004661219460624,-0.008747833115713937,-0.005313762596675328
layer_10.head_02,validation,1,induction,7,-0.0021396407059260775,-0.004554889031818935,0.0002943532807486398
layer_10.head_02,all_benign,0,rescue,11,-0.0073181499134410515,-0.015786172314123673,0.0012206424366344095
layer_10.head_02,all_benign,0,induction,11,-0.0012528625401583586,-0.004156450791792436,0.0017506461251865727
layer_10.head_02,all_benign,1,rescue,11,-0.013707005164840004,-0.015814555368640206,-0.011688937653194774
layer_10.head_02,all_benign,1,induction,11,-0.002559690312905745,-0.004418822953646833,-0.0006881069053303113
layer_09.head_11,discovery,0,rescue,4,-0.010670021176338196,-0.01952776312828064,-0.0008730888366699219
layer_09.head_11,discovery,0,induction,4,-0.002859055995941162,-0.00832444429397583,0.002606332302093506
layer_09.head_11,discovery,1,rescue,4,-0.02672402560710907,-0.029474124312400818,-0.023973926901817322
layer_09.head_11,discovery,1,induction,4,-0.0019787847995758057,-0.006182491779327393,0.0022280752658843535
layer_09.head_11,validation,0,rescue,7,-0.005332699843815395,-0.017456598579883575,0.006738086896283282
layer_09.head_11,validation,0,induction,7,0.0036578008106776644,-0.00019876446042742048,0.00754975527524948
layer_09.head_11,validation,1,rescue,7,-0.001056032521384103,-0.0026036245482308523,0.0005347473280770439
layer_09.head_11,validation,1,induction,7,0.0012862299169812883,-0.0014663423810686385,0.004062509430306296
layer_09.head_11,all_benign,0,rescue,11,-0.007273543964732777,-0.015465348417108707,0.0010123011740771199
layer_09.head_11,all_benign,0,induction,11,0.0012880346991799095,-0.0020789963277903466,0.0046467143026265225
layer_09.head_11,all_benign,1,rescue,11,-0.010389848188920454,-0.011908937990665436,-0.00887927914207632
layer_09.head_11,all_benign,1,induction,11,9.895183823325418e-05,-0.0022276942702856932,0.0024899463084611015
layer_12.head_12,discovery,0,rescue,4,-0.008031368255615234,-0.01591673493385315,-0.00014600157737731934
layer_12.head_12,discovery,0,induction,4,0.005044028162956238,-0.004285931587219238,0.014035016298294067
layer_12.head_12,discovery,1,rescue,4,-0.013757113367319107,-0.016757939010858536,-0.010756287723779678
layer_12.head_12,discovery,1,induction,4,-0.0009719766676425934,-0.0033827312290668488,0.001438777893781662
layer_12.head_12,validation,0,rescue,7,-0.014442699296133859,-0.024660485131399974,-0.00432586669921875
layer_12.head_12,validation,0,induction,7,-0.0021267618451799664,-0.006529722894941058,0.00230445180620466
layer_12.head_12,validation,1,rescue,7,-0.031139480216162547,-0.03762984701565334,-0.02467079045517104
layer_12.head_12,validation,1,induction,7,0.006838089653423854,0.0034632086753845215,0.01019632603440966
layer_12.head_12,all_benign,0,rescue,11,-0.012111306190490723,-0.019319883259859953,-0.004911626333540136
layer_12.head_12,all_benign,0,induction,11,0.0004807981577786532,-0.003928875110366128,0.00495348952033303
layer_12.head_12,all_benign,1,rescue,11,-0.02481861954385584,-0.029147902063348077,-0.020534352043812924
layer_12.head_12,all_benign,1,induction,11,0.003998065536672419,0.00161263800480149,0.006378865174271843
layer_09.mlp,discovery,0,rescue,4,-0.01033732295036316,-0.013926804065704346,-0.006747841835021973
layer_09.mlp,discovery,0,induction,4,0.010150209069252014,0.005329877138137817,0.014970541000366211
layer_09.mlp,discovery,1,rescue,4,-0.014466531574726105,-0.018462732434272766,-0.010470330715179443
layer_09.mlp,discovery,1,induction,4,-0.0050981901586055756,-0.008924029767513275,-0.001272350549697876
layer_09.mlp,validation,0,rescue,7,-9.72747802734375e-05,-0.014080192361559187,0.013885642801012312
layer_09.mlp,validation,0,induction,7,0.0027539474623543875,-0.009015066283089774,0.014388290899140482
layer_09.mlp,validation,1,rescue,7,-0.00775415131023952,-0.01663928372519357,0.0011386317866189139
layer_09.mlp,validation,1,induction,7,0.009308838418551854,0.0038740881851741247,0.014752034630094255
layer_09.mlp,all_benign,0,rescue,11,-0.0038209286603060636,-0.012918247959830544,0.005199910700321196
layer_09.mlp,all_benign,0,induction,11,0.0054434971375898885,-0.0022546184333887965,0.013108197531916877
layer_09.mlp,all_benign,1,rescue,11,-0.010195016860961914,-0.015999413010748947,-0.0043304584920406345
layer_09.mlp,all_benign,1,induction,11,0.004069918935949152,0.0003229450095783582,0.007833055982535534
layer_12.head_03,discovery,0,rescue,4,-0.01060381531715393,-0.0165175199508667,-0.0037841200828552246
layer_12.head_03,discovery,0,induction,4,0.0007094293832778931,-0.0016892850399017334,0.0031081438064575195
layer_12.head_03,discovery,1,rescue,4,-0.022868700325489044,-0.025575459003448486,-0.020161941647529602
layer_12.head_03,discovery,1,induction,4,-0.0007819794118404388,-0.002213265746831894,0.0006493069231510162
layer_12.head_03,validation,0,rescue,7,-0.004954338073730469,-0.015028621469225203,0.0052422285079956055
layer_12.head_03,validation,0,induction,7,0.0056226423808506554,-0.0008768032704080848,0.011894115379878454
layer_12.head_03,validation,1,rescue,7,-0.014502346515655518,-0.02009925671986171,-0.008980518366609302
layer_12.head_03,validation,1,induction,7,0.004193738102912903,0.00042786555630820137,0.00810000513281141
layer_12.head_03,all_benign,0,rescue,11,-0.007008693434975364,-0.013663602417165582,-0.00017711520195007747
layer_12.head_03,all_benign,0,induction,11,0.0038360194726423783,-0.00032517083666541355,0.007854618538509715
layer_12.head_03,all_benign,1,rescue,11,-0.017544656991958618,-0.0213484295389869,-0.013733396950093183
layer_12.head_03,all_benign,1,induction,11,0.0023843862793662333,-4.876144230365753e-05,0.004920758306980132
layer_09.head_04,discovery,0,rescue,4,-0.009362265467643738,-0.020199477672576904,0.0014749467372894287
layer_09.head_04,discovery,0,induction,4,-0.0013651102781295776,-0.004159286618232727,0.0014290660619735718
layer_09.head_04,discovery,1,rescue,4,-0.007312245666980743,-0.009229838848114014,-0.005394652485847473
layer_09.head_04,discovery,1,induction,4,-0.0015770159661769867,-0.0036692433059215546,0.0005152113735675812
layer_09.head_04,validation,0,rescue,7,0.002148526055472238,-0.0036853117602212086,0.008038537842886788
layer_09.head_04,validation,0,induction,7,0.00021192857197352817,-0.004831748349325997,0.0052556054932730535
layer_09.head_04,validation,1,rescue,7,-0.008163967302867345,-0.011809161731175013,-0.0044139108487538
layer_09.head_04,validation,1,induction,7,0.0037200238023485455,0.001475925956453596,0.005900157349450248
layer_09.head_04,all_benign,0,rescue,11,-0.0020372163165699353,-0.007921033420346,0.0038970677690072448
layer_09.head_04,all_benign,0,induction,11,-0.0003615401007912376,-0.003744048828428442,0.003039651973681016
layer_09.head_04,all_benign,1,rescue,11,-0.007854250344363127,-0.010229988260702655,-0.0054909357970411125
layer_09.head_04,all_benign,1,induction,11,0.0017938275228847158,0.00011849427087740468,0.00343411039899696
layer_11.head_14,discovery,0,rescue,4,-0.003297150135040283,-0.005517542362213135,-0.0010767579078674316
layer_11.head_14,discovery,0,induction,4,0.0009597986936569214,-0.0024010688066482544,0.004333227872848511
layer_11.head_14,discovery,1,rescue,4,-0.006679259240627289,-0.011477947235107422,-0.0018805712461471558
layer_11.head_14,discovery,1,induction,4,0.00011245161294937134,-0.0023020580410957336,0.0025269612669944763
layer_11.head_14,validation,0,rescue,7,0.006054273673466274,-0.006387773369039807,0.01873436144420079
layer_11.head_14,validation,0,induction,7,0.000724494457244873,-0.0027790644339152747,0.004300807203565325
layer_11.head_14,validation,1,rescue,7,-0.003418964999062674,-0.00554381821836744,-0.0012309695993151012
layer_11.head_14,validation,1,induction,7,0.00023165132318224226,-0.0016174912452697754,0.002072532262120928
layer_11.head_14,all_benign,0,rescue,11,0.0026537559249184346,-0.005413657968694513,0.010810979387976904
layer_11.head_14,all_benign,0,induction,11,0.0008100596341219815,-0.001802419126033783,0.00344579368829727
layer_11.head_14,all_benign,1,rescue,11,-0.004604526541449807,-0.00680050328373909,-0.002301448380405253
layer_11.head_14,all_benign,1,induction,11,0.00018830597400665283,-0.0013097945262085307,0.0016826182603836052
layer_12.head_02,discovery,0,rescue,4,-0.008025899529457092,-0.01243312656879425,-0.003618672490119934
layer_12.head_02,discovery,0,induction,4,0.003752291202545166,-0.0007676780223846436,0.008036971092224121
layer_12.head_02,discovery,1,rescue,4,-0.004825875163078308,-0.007082104682922363,-0.0025377273559570312
layer_12.head_02,discovery,1,induction,4,-0.0006197355687618256,-0.003277011215686798,0.002037540078163147
layer_12.head_02,validation,0,rescue,7,0.00299264703478132,-0.0026639872363635473,0.008628547191619873
layer_12.head_02,validation,0,induction,7,0.0020397305488586426,-0.00019251363618033265,0.00426383933850697
layer_12.head_02,validation,1,rescue,7,-0.00187509400503976,-0.007313174860818046,0.003580059323992048
layer_12.head_02,validation,1,induction,7,-0.0016164396490369523,-0.004090458154678345,0.000883936882019043
layer_12.head_02,all_benign,0,rescue,11,-0.0010140971703962846,-0.005042447962544182,0.002994392541321841
layer_12.head_02,all_benign,0,induction,11,0.002662479877471924,0.0005047741261395541,0.004823925684798847
layer_12.head_02,all_benign,1,rescue,11,-0.0029481053352355957,-0.0065289837392893705,0.0005754079331051207
layer_12.head_02,all_benign,1,induction,11,-0.001254001801664179,-0.003267818486148661,0.0007599797099828711
layer_09.head_13,discovery,0,rescue,4,-0.005569934844970703,-0.007969915866851807,-0.0031699538230895996
layer_09.head_13,discovery,0,induction,4,-0.004633545875549316,-0.00883549451828003,-0.0004315972328186035
layer_09.head_13,discovery,1,rescue,4,-0.004840616136789322,-0.006855130195617676,-0.002826102077960968
layer_09.head_13,discovery,1,induction,4,-0.001108422875404358,-0.0038805007934570312,0.0016636550426483154
layer_09.head_13,validation,0,rescue,7,0.003273529665810721,-0.003547166075025286,0.010105643953595842
layer_09.head_13,validation,0,induction,7,0.0012412326676504953,-0.002205925328390939,0.0047760009765625
layer_09.head_13,validation,1,rescue,7,0.0008774059159415108,-0.0013140869992119921,0.0030689316136496333
layer_09.head_13,validation,1,induction,7,0.0009589514562061854,-0.0025235265493392944,0.004413655826023647
layer_09.head_13,all_benign,0,rescue,11,5.772438916293058e-05,-0.004481068524447355,0.004638169570402665
layer_09.head_13,all_benign,0,induction,11,-0.0008950504389676181,-0.0036293693564154886,0.0019146164709871443
layer_09.head_13,all_benign,1,rescue,11,-0.0012018748305060647,-0.002821733599359339,0.00038250525566664524
layer_09.head_13,all_benign,1,induction,11,0.0002071789719841697,-0.0022180584343996913,0.0026232013648206536
layer_11.head_15,discovery,0,rescue,4,-0.008350685238838196,-0.019842877984046936,0.0031415075063705444
layer_11.head_15,discovery,0,induction,4,-0.0001497417688369751,-0.008764535188674927,0.007971450686454773
layer_11.head_15,discovery,1,rescue,4,0.0007609240710735321,-0.0016147895716130721,0.0031868740916252136
layer_11.head_15,discovery,1,induction,4,-0.0031982026994228363,-0.008687373250722885,0.0024780668318271637
layer_11.head_15,validation,0,rescue,7,0.0019680942807878766,-0.0034178959471838806,0.00747265134538923
layer_11.head_15,validation,0,induction,7,0.0011400835854666574,-0.0023032001086643766,0.004563326495034347
layer_11.head_15,validation,1,rescue,7,-0.0014075040817260742,-0.004591311727251325,0.0018352619239262163
layer_11.head_15,validation,1,induction,7,-0.007067654814038958,-0.013543094907488142,-0.0005979282515389579
layer_11.head_15,all_benign,0,rescue,11,-0.0017841891808943315,-0.007610376314683394,0.004002667828039686
layer_11.head_15,all_benign,0,induction,11,0.0006710561839017001,-0.003141121972690929,0.004469837925650857
layer_11.head_15,all_benign,1,rescue,11,-0.0006189847534353083,-0.002815389633178711,0.0016268051483414388
layer_11.head_15,all_benign,1,induction,11,-0.005660581317814914,-0.010543081401423975,-0.0007553479888222435
